2.134364,1408.708014,
2.235387,372.191653,
2.368585,189.793621,
2.544210,140.299127,
2.671804,106.587466,
2.820991,86.871196,
2.926698,349.644849,
3.069777,172.211900,
3.180952,332.451079,
3.317767,106.420831,
3.437497,211.142131,
3.551007,325.610469,
3.660677,115.254410,
3.789904,203.053414,
3.915894,293.357654,
4.038731,200.590879,
4.139496,12.702797,
4.260162,107.403742,
4.385500,201.694977,
4.500643,320.993365,
4.660435,158.204882,
4.770593,335.518199,
4.889900,211.890177,
5.011253,117.343708,
5.183739,146.563215,
5.301880,106.990501,
5.407033,360.615527,
5.523584,113.941821,
5.663032,269.635012,
5.792338,195.505494,
5.913387,208.841369,
6.073411,78.988092,
6.177259,362.068129,
6.312836,184.100824,
6.415416,9.358603,
6.624826,61.888129,
6.782060,78.354749,
6.886167,239.752350,
7.024355,269.776934,
7.152021,482.508503,
7.361329,119.250417,
7.493341,107.869006,
7.605039,116.027260,
7.710766,466.106809,
7.839272,194.231320,
7.944947,466.337806,
8.051719,124.376579,
8.158808,251.007258,
8.403603,3.921636,
8.509504,235.693419,
8.676243,223.583273,
8.798723,7.837963,
8.904612,235.719651,
9.032130,195.736153,
9.143466,553.281592,
9.245859,132.821162,
9.355682,118.008768,
9.504835,84.745301,
9.616983,8.560070,
9.734442,107.611777,
9.862679,194.640590,
9.974317,336.802630,
10.082798,570.792246,
10.208621,296.288643,
10.309321,254.220424,
10.470930,152.466763,
10.576348,251.949755,
10.719569,88.255109,
10.867352,252.262175,
11.040780,76.573575,
11.180161,185.965362,
11.289499,456.565089,
11.416909,101.718333,
11.529058,222.561885,
11.744359,118.903391,
11.856292,234.425283,
12.021730,150.872021,
12.161149,267.395336,
12.272805,331.016656,
12.420868,8.644964,
12.537237,325.862450,
12.646742,225.012341,
12.802485,164.372856,
12.918591,318.331198,
13.032514,116.569450,
13.140320,120.215794,
13.280006,95.070717,
13.384373,242.221256,
13.509909,105.786693,
13.705489,251.968836,
13.836360,193.166872,
13.938066,124.279463,
14.067412,383.466914,
14.170934,12.364506,
14.310633,178.670777,
14.420505,117.954830,
14.539098,420.934961,
14.644235,129.355208,
14.753346,228.758455,
14.950825,64.006740,
15.056699,584.849005,
15.170142,331.444228,
15.273697,390.901622,

1.149053,0.278490,
1.253461,121.063658,
1.373281,316.476331,
1.540008,149.705164,
1.647275,235.674452,
1.767480,310.137768,
1.921556,321.918203,
2.038532,13.678046,
2.151308,117.755516,
2.257949,234.055554,
2.360896,365.237155,
2.475759,112.829874,
2.593310,322.582942,
2.723261,289.340318,
2.825781,249.706814,
2.957955,282.054034,
3.062104,370.237068,
3.189535,195.870390,
3.304091,223.472093,
3.415679,226.548537,
3.517139,252.315540,
3.627365,338.214224,
3.742002,8.374260,
3.849657,457.758874,
3.974896,5.110214,
4.100890,396.211123,
4.204861,130.804767,
4.312328,117.617379,
4.479997,222.343813,
4.591469,345.916811,
4.747981,240.236348,
4.853012,472.240432,
4.954871,248.186932,
5.090385,188.909922,
5.230371,187.447796,
5.337539,232.906249,
5.467158,192.563123,
5.573283,363.345057,
5.723923,169.941697,
5.861883,270.223639,
5.973800,448.906244,
6.083203,233.995394,
6.219780,189.783037,
6.343650,300.962463,
6.446563,251.863327,
6.558392,226.059139,
6.686504,387.161186,
6.798022,226.689663,
6.925019,201.578746,
7.029632,123.885266,
7.155601,393.750300,
7.275527,116.071378,
7.405345,197.198521,
7.505994,489.624005,
7.621904,218.099142,
7.766209,177.403139,
7.882140,433.360009,
8.044181,81.954554,
8.151988,463.049490,
8.253423,367.525679,
8.383473,7.381799,
8.499535,329.478342,
8.606862,229.577609,
8.716179,121.482524,
8.860670,428.537888,
8.962037,134.165572,
9.070539,340.638220,
9.172425,12.563146,
9.277924,467.112928,
9.395952,321.280211,
9.517583,311.761255,
9.623343,12.102919,
9.738654,432.916336,
9.848528,232.993251,
9.948536,129.590005,
10.073493,596.682151,
10.177724,124.339884,
10.293253,11.079475,
10.413570,511.979655,
10.642001,161.799585,
10.762924,305.647634,
10.895084,193.705849,
11.057834,157.296506,
11.168669,230.973622,
11.331055,155.677717,
11.441390,117.460951,
11.601012,231.546394,
11.721004,413.361507,
11.824306,247.818392,
11.961723,96.639652,
12.090072,386.446818,
12.270495,143.662656,
12.391974,309.518079,
12.496375,130.266892,
12.637934,96.073132,
12.745370,344.019075,
12.846252,369.539842,
12.977511,96.298324,
13.114182,277.454136,
13.263332,2.145488,
13.375411,14.275742,
13.643779,45.907010,
13.882430,52.964442,
14.075242,65.556081,
14.181749,234.350024,
14.299155,320.257135,
14.429482,196.428598,
14.560469,195.439250,
14.688349,291.524121,
14.795854,120.552648,
14.913884,318.561949,
15.059967,177.433988,
15.172255,225.133848,
15.273908,248.688938,
15.409370,186.621685,
15.519141,339.615271,
15.621445,370.660530,
15.738113,425.136741,



